,block_num,trial_id,ImgPath,onset,img_dur,trial_dur,end_time,response, ResponseTime
0,1,1,localizer_images/faces/14.jpg,15.000009041657904,0.300006041652523,0.750001708365744,15.750011625001207,0,
1,1,2,localizer_images/faces/27.jpg,15.750012291682651,0.30001283332239836,0.7500032499956433,16.500016166683054,0,
2,1,3,localizer_images/faces/2.jpg,16.500016833335394,0.3000095000024885,0.7500121666816995,17.250029750022804,0,
3,1,4,localizer_images/faces/30.jpg,17.250030458322726,0.30001008335966617,0.7500127083330881,18.000043791660573,0,
4,1,5,localizer_images/faces/30.jpg,18.000044500018703,0.3000085833191406,0.7500006250047591,18.750045708322432,1,0.5036103333113715
5,1,6,localizer_images/faces/2.jpg,18.750046541681513,0.30000087499502115,0.7500125833321363,19.50005979166599,0,
6,1,7,localizer_images/faces/11.jpg,19.50006045831833,0.3000011249969248,0.750013458338799,20.25007454166189,0,
7,1,8,localizer_images/faces/20.jpg,20.250075583317084,0.30000291668693535,0.7500101250188891,21.000086375017418,0,
8,1,9,localizer_images/faces/35.jpg,21.00008712502313,0.3000135832990054,0.7500078332959674,21.750096166681033,0,
9,1,10,localizer_images/faces/24.jpg,21.750096958334325,0.30000666668638587,0.7500034999975469,22.50010933331214,0,
10,1,11,localizer_images/faces/16.jpg,22.500110000022687,0.30000349998590536,0.7500114166468848,23.250122625002405,0,
11,1,12,localizer_images/faces/34.jpg,23.250123375008116,0.3000117499905173,0.7500043750042096,24.000128375017084,0,
12,1,13,localizer_images/faces/1.jpg,24.000129083317006,0.3000022083579097,0.7500133750145324,24.750143125012983,0,
13,1,14,localizer_images/faces/39.jpg,24.750143791665323,0.3000039583421312,0.7500073749979492,25.500152250024257,0,
14,1,15,localizer_images/faces/5.jpg,25.500152916676598,0.30001137498766184,0.7500067916407716,26.250160499999765,0,
15,1,16,localizer_images/faces/20.jpg,26.250161250005476,0.30000187500263564,0.750013625016436,27.000176208326593,0,
16,1,17,localizer_images/faces/1.jpg,27.000176958332304,0.3000095833267551,0.7500136249873322,27.750191750004888,0,
17,1,18,localizer_images/faces/6.jpg,27.750192583334865,0.3000117916672025,0.7500056249846239,28.500198833324248,0,
18,1,19,localizer_images/faces/36.jpg,28.500199875008548,0.3000032083073165,0.7500022083113436,29.25020270832465,0,
19,1,20,localizer_images/faces/19.jpg,29.25020341668278,0.30000591665157117,0.750006874994142,30.000211500009755,0,
20,2,1,localizer_images/houses/38.jpg,45.0000074999989,0.30000925000058487,0.7500131250126287,45.750038458325434,0,
21,2,2,localizer_images/houses/37.jpg,45.75003916665446,0.3000045833468903,0.7500130833650474,46.50006137500168,0,
22,2,3,localizer_images/houses/13.jpg,46.50006204168312,0.300013541651424,0.7500035833218135,47.25006629165728,0,
23,2,4,localizer_images/houses/39.jpg,47.25007479166379,0.3000048333487939,0.7500136666640174,48.00008908333257,0,
24,2,5,localizer_images/houses/13.jpg,48.00008983333828,0.30001458333572373,0.7500130416883621,48.75010358332656,0,
25,2,6,localizer_images/houses/1.jpg,48.75010441665654,0.3000119166681543,0.7500045000051614,49.500109708314994,0,
26,2,7,localizer_images/houses/3.jpg,49.50011033331975,0.3000140416843351,0.7500092500122264,50.25012020833674,0,
27,2,8,localizer_images/houses/38.jpg,50.250120916665765,0.30001033333246596,0.7500149999978021,51.000137083319714,0,
28,2,9,localizer_images/houses/2.jpg,51.000137791677844,0.30000366663443856,0.7500068333465606,51.750145291676745,0,
29,2,10,localizer_images/houses/29.jpg,51.750145958329085,0.30000870834919624,0.7500139999901876,52.500177291658474,0,
30,2,11,localizer_images/houses/13.jpg,52.50017791666323,0.30001237499527633,0.7500032916723285,53.25018191666459,0,
31,2,12,localizer_images/houses/2.jpg,53.25019083332154,0.30001354168052785,0.7500101666955743,54.000201666669454,0,
32,2,13,localizer_images/houses/28.jpg,54.000202416675165,0.3000108749838546,0.7500096666626632,54.75021275001927,0,
33,2,14,localizer_images/houses/7.jpg,54.75021337502403,0.30000341663253494,0.7500139166368172,55.50022825002088,0,
34,2,15,localizer_images/houses/11.jpg,55.50022887502564,0.3000097499752883,0.7500107916421257,56.250240291672526,0,
35,2,16,localizer_images/houses/25.jpg,56.25024100000155,0.3000029166578315,0.7500137500173878,57.00025545831886,0,
